Name,Rating,Winery,Area,Province,Country,Varietal,Vintage,Style,Wine Type,ID
St. Francis,74.8439466,St. Francis Winery and Vineyards,Sonoma County,California,USA,Chardonnay,2011,,Red,53a38ae3ef06a00200000034
Cockfighter's Ghost,74.8439466,Cockfighter's Ghost,Tasmania,,Australia,Pinot Noir,2011,,Red,52d0848866c6ca0200000004
Ghost Pines,74.83515728,Louis M. Martini Winery,Sonoma County,California,USA,Cabernet Sauvignon,2011,,Red,55da38d9ec6ea0030000041f
MontGras Reserva Cabernet Sauvignon 2009,74.83144659999999,Vina Montgras $36,Colchagua Valley,,Chile,Cabernet Sauvignon,2009,,Red,5a79365d4281413625aa0b81
Companion,74.83144659999999,Caliza Winery,Padl Robles,,USA,"Cabernet Sauvignon, Syrah",2013,,Red,59c7f56d2b5d72ee4ace3f15
Pinot Noir Santa Lucia Highlands,74.83144659999999,Savannah-Chanelle,Santa Cruz,,USA,Pinot Noir,2012,,Red,58151524e12c5d7b522b01dc
Rodney Strong,74.83144659999999,Rodney Strong Vineyards,Napa Valley,California,USA,Cabernet Sauvignon,2013,,Red,568f1d57435f8c030029a8a2
Tilia,74.83144659999999,Tilia,Salta,,Argentina,Torrontes,2013,,White,551495bde92dfe0300000003
LaEtitia,74.83144659999999,Laetitia Vineyard & Winery,Arroyo Grande,California,USA,"Chardonnay, Pinot Noir, Pinot Blanc",nv,Sparkling,White,53c056672e0a2b0200000011
Sauvignon Blanc,74.83144659999999,Little Straw Vineyards,Okanagan Valley,British Columbia,Canada,Sauvignon Blanc,2013,,White,52def0212f8d2402000004c5
Veramonte Sauvignon Blanc,74.82822329999999,Veramonte,Casablanca Valley,,Chile,Sauvignon Blanc,2013,,White,5458298418885e0200000024
Two Vines Cabernet Sauvignon,74.8209644,Two Vines,California,N/A,USA,Cabernet Sauvignon,2012,N/A,Red,538e089c59d7df020000000d
Anarchist Mountain,74.8189466,Osoyoos Larose,Okanagan,,Canada,Chardonnay,2015,,White,58561661175199e61b3f2f10
Tightrope Riesling,74.8189466,Tightrope,Okanagan Valley,,Canada,Riesling,2014,,White,56c63e780c24d303003bf68d
Chardannay,74.8189466,Casa Vinicola Botter,Veneto,,Italy,Chardonnay,nv,,White,554250eaeb915703000011a8
Hillside Winery,74.8189466,Hillside Winery,Okanagan Valley,N/A,Canada,Cabernet Franc,2010,,Red,552dd52668b6520300000028
Carchelo,74.8189466,Bodegas Carchelo,Jumilla,,Spain,Red Blend,2011,,Red,546969922e966b0200000009
Plan De Dieu,74.8189466,Ogier,Cote du Rhone Villages,,France,"Grenache, Syrah, Mourvedre",2011,,Red,53c1c165f0c43c0200000027
Truant,74.8189466,Four Vines,California,N/A,USA,Zinfandel,2010,,Red,53b62a9fe88ecb0200000011
Ross Di Montalcino,74.8189466,Castiglion Del Bosco,Tuscany,,Italy,Sangiovese Grosso,2012,,Red,530b9a505742860200000574
D'Arenberg The Custodian 2010 grenache,74.8189466,D'Arenberg The Custodian,,N/A,Australia,grenache,2010,,Red,52056019e817460200000037
La Crema Chardonnay,74.81515728,La Crema,Sonoma County,,USA,Chardonnay,2013,,White,566e1cd260657c030001dabd
Hillside Winery,74.81515728,Hillside Winery,Okanagan Valley,N/A,Canada,Gewurztraminer,2013,,White,552dcea83e9a1b0300000016
Roero Arneis,74.81515728,Batasiolo,Piedmont,,Italy,Arneis,2013,,White,54e5652d9139f1030000000b
Page Proprietary Red,74.81515728,Page Wine Cellars,"Yountville, Napa Valley",N/A,USA,"Cabernet Franc, Merlot",2010,,Red,533f317f1d68ac020000000c
Tesora Della Regina,74.8064466,Botter,VENETO,,Italy,Glera,nv,Sparkling,White,5e94def35fd8fd7ae861db93
Old Vines,74.8064466,Woodward Canyon Winery,Columbia Valley,WA,USA,Cabernet Sauvignon,2001,,Red,5a8f0f57d5f6fbac5f9ac1f3
Ciel du Cheval,74.8064466,Andrew Will,Red Mountain,WA,USA,"Merlot, Cabernet Franc, Cabernet Sauvignon, Petit Verdot",2003,,Red,5a8f0f57d5f6fbac5f9ac0de
Unruly,74.8064466,Unruly,California,,USA,Chardonnay,nv,,White,571949d9dae17c3e47445a16
Cremant De Loire,74.8064466,Paul Buisse,Loire Valley,,France,"Chenin Blanc, Chardonnay",nv,,White,54d7fa386d8da60300000005
Don David,74.8064466,Don David,Cafayate,,Argentina,Torrontes,2013,,White,53a88d9e68e98c0200000007
Frey Vineyards Biodynamic Syrah,74.8064466,Frey Vineyards,Redwood Valley,California,USA,Syrah,nv,,Red,535a61ff7dd3dc0200006804
Woodbridge,74.80368377142858,Robert Mondavi,California,,USA,Chardonnay,2012,,White,52b0eea29dd6d4020000000a
Painted Turtle Shiraz,74.8015168470588,Mark Anthony Cellars - CIC,Okanagan Valley,British Columbia,Canada,,nv,,Red,5e94df7e5fd8fd7ae861e96d
Oak Mountain Winery,74.79515728,Oak Mountain Winery,Temecula Valley,CA,USA,Pinotage,2012,,Red,5564efe1b4f0c1030000003c
Seasons Meritage,74.7939466,De Sousa,Niagara Peninsula,,Canada,Cabernet Sauvignon Merlot,2014,,Red,58c337bb33a28ada38219b85
Terlato Vineyard,74.7939466,Chimney Rock Winery,Napa Valley,,USA,Cabernet Sauvignon,2012,,Red,572e40b08b4fbd5b302fd727
Aridus,74.7939466,Aridus Wine Company,Arizona,Arizona,USA,Malvasia Bianca,2013,,White,53c056852e0a2b0200000014
Clark & Telephone - Santa Maria Valley,74.7939466,Belle Glos,Napa Valley,California,USA,Pinot Noir,nv,,Red,535a5fb67dd3dc0200003230
William Hardy Regional Series Adelaide Hills,74.7939466,Hardys,,,Australia,Sauvignon Blanc,2012,,White,530b9a4e5742860200000171
Apothic White Winemaker's Blend,74.79316779622641,E. & J. Gallo Winery,California,,USA,,nv,,White,5e94ded05fd8fd7ae861d83f
Figure 8 Red,74.78763106666666,Calliope,Okanagan Valley,N/A,Canada,"Merlot, Syrah, Cabernet Sauvignon",nv,N/A,Red,545ba66b31928d020000002f
Valley of the Giants,74.78515727999999,Treasury Wine Estates,Western Australia,,Australia,"Savignon Blanc, Semillon",2013,,White,54693cff2e966b0200000004
Haywire,74.78515727999999,Haywire,Okanagan Valley,British Columbia,Canada,Gamay Noir,2011,,Rose,530b9a4e574286020000017c
Fandango,74.78515727999999,Terravista Vineyards,Okanagan Valley,British Columbia,Canada,"Albarino, Verdejo",nv,Blend,White,52def0222f8d240200000774
The Marshall,74.78144660000001,Goulart,Mendoza,,Argentina,Malbec,2009,,Red,5377f68fcb4143020000000a
Marvellous Adventures of Sauvignon Blanc,74.7814466,Artisan Wine Co.,Okanagan Valley,,Canada,Sauvignon Blanc,nv,,White,5621a2f2f9e0910300000012
Estate Pinot Noir,74.7814466,Archery Summit Winery,Dundee Hills,Oregon,USA,Pinot Noir,2011,,Red,553070481641c3030000000c
Mt. Boucherie,74.7814466,Mt. Boucherie Family Estate Winery,,,Canada,Cabernet Franc,2009,,Red,53fdfaea0f88ea020000000a
Foxtrot,74.7814466,Foxtrot Vineyards,,,Canada,Pinot Noir,2011,,Red,53ed662b5e8ab50200000004
Domaine Delaporte a Chavignol,74.7814466,Domaine Vincent Delaporte,Sancerre,N/A,France,Pinot Noir,2012,,Rose,535c5af9f46d150200000003
Gewurztraminer,74.77929773333334,Thornhaven Estates Winery,Okanagan Valley,British Columbia,Canada,Gewurztraminer,2013,,White,545591c3d8ca350200000007
Dr. Zenzen Elite Pinot Noir,74.77128932,Dr. Zenzen,Rheinhessen,,Germany,Pinot Noir,2016,,Red,5e94dede5fd8fd7ae861d9c3
Conner Lee Vineyard,74.76894659999999,Liberty Bay Cellars,Columbia Valley,WA,USA,Cabernet Sauvignon,2002,,Red,5a8f0f57d5f6fbac5f9ac178
Tibouren Clos Cibonne Rosé,74.76894659999999,Domaine SCEA André Roux,Côtes de Provence,,France,"Tibouren, Grenache",2014,,Rose,581671bf6797413127a6484f
Villa Maria Private Bin Pinot Gris,74.76894659999999,Villa Maria Estate,East Coast,,New Zealand,Pinot Gris,2012,,White,53618e803b2b780200000008
The Beachhouse Pinot Grigio,74.76515728,Douglas Green,Sicily,,Italy,Pinot Gris,2014,,White,5384e8749cd8e50200000011
Fonesca Tawny Port,74.7564466,Fonesca,Porto,,Portugal,Blend,nv,,White,561b4b1ce3c1900300000075
Perez Cruz Reserva,74.7564466,Fundo Liguai de Huelquen,Santiago,,Chile,Cabernet Sauvignon,2012,,Red,54ec000ff3c7660300000005
Casillero del Diablo reserva,74.7564466,Concha Y Toro,,N/A,Chile,Pinot Noir,2012,,Red,5437441d5b45140200000007
Hilltop Vineyard,74.7564466,J. Lohr Vineyards & Wines,Paso Robles,California,USA,"90% Cabernet Sauvignon , 5% Petit Verdot , 1% Syrah",2011,,Red,53becc890d63ae0200000005
Kretikos,74.7564466,Boutari,Crete,,Greece,Kretikos,2011,,White,537017b47885ea0200000009
Umathum,74.7564466,Josef Umanthum,Burgenland,,Austria,St. Laurent,2002,,Red,52c9600fe9507f0200000008
South Coast Sauvignon Blan,74.75515728,South Coast Winery,Temecula,California,USA,Sauvignon Blanc,2013,,Rose,5412f1a4b6aaa6020000008a
Valle Las Acequias,74.7469733,Valle Las Acequias,Mendoza,,Argentina,Malbec,2010,,Red,54c306fe22ef2d0300000009
Stone'd,74.7439466,Stoneboat Vineyards,Okanagan Valley,,Canada,"Pinot Blanc, Kerner, Muller Thurgau, Schonburger, Viognier",2014,,White,586b205d2a3b063435d815bf
Seven Oaks,74.7439466,J. Lohr Vineyards & Wines,Paso Robles,California,USA,Cabernet Sauvignon,2012,,Red,571adb73e8cab57e58966daa
Reserve Chardonnay,74.7439466,Mission Hill Family Estate,Okanagan Valley,,Canada,Chardonnay,2013,,White,56c567d0635e6c0300c72efc
Port,74.7439466,Sonoma Valley Portworks,Clarksburg,N/A,USA,Petite Sirah,2007,N/A,Red,53f802a962409a0200000004
Glimmer of Hope,74.7439466,Kangarilla Rd winery,Mclaren Vale,,Australia,Syrah,2012,,Red,537d5f393ce3390200000002
Orin Swift Cellars Prisoner,74.7439466,Chateau de Vie,Calistoga,California,USA,"Zinfandel, Cabernet Sauvignon, Syrah",2011,,Red,537a58f90640f10200000008
Brut,74.74072329999998,See Ya Later Ranch,Okanagan Valley,British Columbia,Canada,White Blend,nv,Sparkling,White,52def0212f8d240200000545
James Cole 'Tyson' 2014,74.7314466,James Cole Winery,Napa Valley,,USA,"Merlot, Cabernet Sauvignon, Cab Franc",2014,,Red,5b899b68f6883d2e1fd4a60b
Tinto Valbuena 5 Año,74.7314466,Vega Sicilia,Ribero del Duero,,Spain,"Tempranillo, Merlot, Cabernet Sauvignon",1997,,Red,5a8f0f57d5f6fbac5f9ac0d0
Engelgarten,74.7314466,Marcel Deiss,Alsace,,France,"Riesling, Gewürztraminer",2001,,White,5a8f0f56d5f6fbac5f9ac060
Bunan Moulin des Costes,74.7314466,Domaines Bunan,Bandol,,France,"Mourvedre, Grenache, Cinsault",2014,,Rose,55ee2b26792ce2030000004a
Estate Monople,74.7314466,Windward Vineyard,Paso Robles,California,USA,Pinot Noir,nv,,Red,535a6a467dd3dc0200008cf5
Powell Mountain Cellars Viognier,74.7314466,Powell Mountain Cellars,Paso Robles,California,USA,Viognier,nv,,White,535976db682acc0200008060
Little James Basket Press,74.7314466,Saint Cosme,Gigondas,,France,Grenache,nv,,Red,53542a0262cbd60200000007
Liberty school,74.72929773333334,Liberty School,California,,USA,Cabernet Sauvignon,2010,,Red,52c7765918d3a00200000009
Edge,74.72515727999999,Edge Wines,Napa Valley,,USA,Cabernet Sauvignon,nv,,Red,5320e6a113df110200000009
Alba DOC Superiore,74.7189466,G.D. Vajra,Piedmont,,Italy,Barbera,2013,,Red,56452f4d863f600300000003
Stoneleigh,74.71515728,Stoneleigh Vineyards,Marlborough,,New Zealand,Sauvignon Blanc,2014,,White,54b1916bf4b2c40200000007
Chianti DOCG,74.71515728,Ruffino,Tuscany,,Italy,Sangiovese,2012,,Red,530b9a4f57428602000003e5
Austin Hope,74.70644659999999,Hope Family Wines,"Central Coast, California",,USA,Syrah,2014,,Red,58f958dc7575df36263fc076
Gran Reserva,74.70644659999999,Viu Manent,Colchagua Valley,,Chile,Malbec,2011,,Red,55d7ab036f968a0300000293
"St. Magdalena Classico, Huck am Bach, Alto Adige DOC",74.70644659999999,Kellerei Bozen,Trentino Alto Adige,,Italy,"Schiava, Lagrein",nv,,Red,554250eaeb915703000013d9
Chateau Ducru Beaucaillou,74.70644659999999,Chateau Ducru Beaucaillou,Saint-Julien,,France,"Cabernet Sauvignon, Merlot",2000,,Red,551ee5282753da0300000005
Lomas Del Valle,74.70644659999999,Loma Larga Vineyards,Casablanca,,Chile,Pinot Noir,2013,,Red,54f122e8d0d0d5030000000c
Athene,74.70644659999999,Burrowing Owl Estate Winery,Okanagan Valley,,Canada,Red Blend,2010,,Red,54ab4e9831c0020200000002
#1,74.70644659999999,Alma Terra Wines,Columbia Valley,Washington,USA,"Petit Verdot, Cabernet Sauvignon, Malbec, Carmenere",nv,,Red,535973d0682acc02000005a4
10 Year Old Tawny,74.70644659999999,Graham's,Porto,,Portugal,,nv,Port,Red,530b9a4f57428602000003f2
Open Smooth White VQA,74.70584847102803,Open,Niagara,Ontario,Canada,White Blend,nv,,White,5e94ded05fd8fd7ae861d83d
Antinori Villa Antinori,74.70562829387755,Villa Antinori,Tuscany,,Italy,"Cabernet Sauvignon, Syrah, Merlot",2012,,Red,55dba25bddc7130300000188
Screw It! Pinot Grigio,74.6856627111111,Mark Anthony Cellars - CIC,Okanagan Valley,British Columbia,Canada,Pinot Gris,nv,,White,5e94df345fd8fd7ae861e219
Horizon,74.68515728,Wild Goose,Okanagan Valley,,Canada,Bordeaux Blend,2012,,Red,54ffaeec9b242d030000004e
Gewurztraminer,74.6814466,Erste + Neue Kellerei,Trentino Alto Adige,,Italy,Gewurztraminer,nv,,White,554250e7eb91570300000af5
Compofiorin,74.6814466,Masi,Veneto,,Italy,"Corvina, Rondinella, Molinara",2010,,Red,547a6de58f50c00200000033
Rombauer Vineyards - Carneros,74.6814466,Rombauer Vineyards,Napa Valley,California,USA,Chardonnay,nv,Dry,White,535a6b6a7dd3dc020000932e
Amapola Creek Estate,74.6814466,Amapola Creek Winery,Sonoma Valley,California,USA,Cabernet Sauvignon,nv,,Red,535973f0682acc0200003b48
Freuds Ego,74.67515728,Therapy,Okanagan Valley,,Canada,"Merlot, Cabernet Sauvignon, Cabernet Franc",2011,,Red,54d598cb46329d0300000005
Lumière,74.6689466,Sparkman Cellars,Columbia Valley,WA,USA,Chardonnay,2007,,White,5a8f0f57d5f6fbac5f9ac1c9
Coddington,74.6689466,Kumea River,Auckland,,New Zealand,,2006,,White,5a8f0f57d5f6fbac5f9ac0b5
Domaine Santa Duc,74.6689466,Edmond Gras et filse,Gigondas,,France,"Grenache, Syrah, Mourvedre, Cinsault",2007,,Red,53e574afdb9004020000000d
Clos de la Roilette,74.6689466,Clos de la Roilette,Beaujolais,,France,Gamay,2011,,Red,53781aebb297ea0200000003
Peju,74.6689466,Peju Province Winery,Napa,California,USA,Zinfandel,nv,,Red,535a62f27dd3dc02000077d4
Killerman's Run,74.6689466,Kilikanoon,South Australia,,Australia,Syrah,2005,,Red,5306bc832014910200000014
Reserva,74.6689466,Errazuriz,Valle de Curico,,Chile,Merlot,2011,,Red,52b7781bc50f620200000004
Menage a Trois Cabernet Sauvignon 2017,74.6565106074074,Folie a Deux,California,,USA,"Cabernet Sauvignon, Merlot",2017,,Red,5e94dece5fd8fd7ae861d80f
Cristal Brut,74.65644660000001,Louis Roederer,Reims,,France,"Chardonnay, Pinot Noir",1994,Sparkling,White,5a8f0f56d5f6fbac5f9ac05e
Anciano,74.65644660000001,Bolegas Navalon,,,Spain,Tempranillo valdepenas,2006,,Red,55513c0071fe8e0300000002
Oyster Bay Pinot Noir,74.6564466,Oyster Bay Wines,Marlborough,,New Zealand,Pinot Noir,2011,,Red,539a2732191aca020000000c
Pickberry Red Wine,74.6564466,Ravenswood,Sonoma Mountain,,USA,"Merlot, Cabernet Franc, Cabernet Sauvignon, Merlot, Petit Verdot",2010,,Red,53574110d6af780200000014
Te Mania Pinot Noir,74.6564466,Te Mania,Nelson,,New Zealand,Pinot Noir,2009,,Red,52d000765a520b0200000011
Colores del Sol,74.65515728,Colores del Sol,Mendoza,,Argentina,Malbec,2013,,Red,5490f04523e86b0200000006
Sandhill Pinot Gris 2017 VQA,74.64503145600001,Sandhill,Okanagan Valley,,Canada,Pinot Gris,2017,,White,5e94ded85fd8fd7ae861d929
Reserve,74.64394659999999,Sterling Vineyards,Napa Valley,CA,USA,Merlot,1998,,Red,5a8f0f57d5f6fbac5f9ac1d2
Pentad,74.64394659999999,Seven Hills,Walla Walla Valley,WA,USA,"Cabernet Sauvignon, Merlot, Carmenere, Petit Verdot, Malbec",2002,,Red,5a8f0f57d5f6fbac5f9ac1be
Tass Cabernet Sauvignon,74.64394659999999,Tass Vineyard And Winery,Santa Clara Valley,,USA,Cabernet Sauvignon,2015,,Red,58fd2afd0edb89d6082aff98
Artan,74.64394659999999,Artan,Limestone Coast,,Australia,Sauvignon Blanc,2014,,White,55345b44c87b7e0300000018
Classic Pinot Noir,74.64394659999999,Eola Hills Wine Cellars,Eola-Amity Hills,Oregon,USA,Pinot Noir,nv,,Red,535a60ca7dd3dc020000579b
Spier's Signature,74.64175404444444,Spier,Western Cape,,South Africa,Pinotage,2013,,Red,5763561458e03dbf49f3babd
Piemonte Briccotondo DOC,74.63515728,Fontanafredda,Piedmont,,Italy,Barbera,2012,,Red,530b9a4f57428602000002b1
Gewurztraminer,74.63515728,Silver Sage Winery,Okanagan Valley,British Columbia,Canada,Gewurztraminer,nv,,White,52def0222f8d2402000005dd
Hacienda Lopez De Haro,74.6314466,Lopez De Haro,Rioja,,Spain,Tempranillo,2010,,Red,569d9ef5512cf503007046c2
Finca los Primos,74.6314466,Valentin Bianchi S.A.,San Rafael,,Argentina,Malbec,2014,,Red,563fd161561db6030000004d
Original Grand Pere,74.6314466,Vino Noceto,Sierra Foothills,California,USA,Zinfandel,2011,,Red,5564efe1b4f0c10300000082
Nevarez Estate,74.6314466,Nevarez Vineyard,Paso Robles,California,USA,Cabernet Sauvignon,nv,,Red,535973de682acc02000029b0
120,74.62973665,Santa Rita,Central Valley,,Chile,Carmenere,2013,,Red,5536edf059e29b0300000019
Jackson-Triggs Okanagan Estate,74.62515728,Jackson-Triggs Okanagan Estate,Okanagan Valley,British Columbia,Canada,Sauvignon Blanc,2014,,White,55cffc9b0d012503000000b4
Artazuri,74.62515728,Artadi,Navarra,,Spain,Grenache,2013,,Rose,5414dc7d42a17b0200000013
Santa Christina  2011 Sangiovese,74.62511234285715,Santa Christina,"Chianti, Tuscany",,Italy,Sangiovese,2011,,Red,52083b7db0c44f0200000005
Riesling Ice Wine,74.6189466,"Vineland Estates Winery, ltd.",Niagara Peninsula,,Canada,Riesling,2014,Dessert,White,588d301b18123dee782e1d77
"Ca'Marcanda, Promis IGT",74.6189466,Gaja Estates,Tuscany,,Italy,"Merlot, Syrah, Sangiovese",nv,,Red,554250eaeb91570300001381
Finca Los Primos,74.6189466,Casa Bianchi,San Rafael,N/A,Argentina,Torrontes,2014,,White,550250285a66fe0300000042
Terra Noble Reserva Terroir,74.6189466,Terranoble,Maule Valley ,N/A,Chile,Carmenere ,2011,,Red,547beaf079921e0200000006
Bighorn Vineyards,74.6189466,Bighorn Vineyards,,,Canada,Pinot Gris,nv,,White,5431e2142d0e440200000002
Jason-Stephens Estate Rose,74.6189466,Jason-Stephens Winery,Santa Clara valley,N/A,USA,Blend,2013,,Rose,53fa74fd81e9660200000004
"Sauvignon, Semillon",74.6189466,Pegasus Bay,Waipara,,New Zealand,"Sauvignon Blanc, Semillon",2011,,White,537aa54b4687300200000002
Blanc de Blanc,74.6189466,Aegerter,Bourgogne,,France,Chardonnay,nv,,White,52c47ca13ace920200000005
Hawk Crest,74.61796948571428,Hawk Crest,Lake County,,USA,Cabernet Franc,2008,,Red,566b858cd3267d0300391585
FITZ Brut VQA 2015,74.6177411,Fitzpatrick Family Vineyards,Okanagan Valley,,Canada,"Chardonnay, Pinot Noir",2015,Sparkling,White,5e94dedf5fd8fd7ae861d9e7
Fool's Mate,74.61263106666667,Checkmate Artisanal Winery,Okanagan Valley,,Canada,Chardonnay,2013,,White,57349709f293c39b3d659a84
Juan Gil,74.61263106666667,Bodegas Juan Gil,Jumilla,,Spain,Monastrell,2011,,Red,5498869522fb710200000009
The Crusher Petite Sirah 2016,74.60967587692306,Don Sebastiani & Co,Napa Valley,,USA,Petite Sirah,2016,,Red,5e94dedc5fd8fd7ae861d997
Caduceus Le Cortigiane Oneste,74.60842071111112,Caduceus Cellars & Merkin Vineyards,,Arizona,USA,"Barbera, Merlot",2012,,Red,55649675a9e3800300000004
Acacia Pinot Noir Carneros,74.6064466,Acacia,Napa / Sonoma,California,USA,Pinot Noir,2007,,Red,5ad79586329a8da07dfdf992
Martinelli Zio Tony Ranch Chardonnay 2007,74.6064466,Martinelli Winery  $130,"Sonoma County, California",,USA,Chardonnay,2007,,White,5a7a904643780f1b2595a481
Cabernet Franc,74.6064466,See Ya Later Ranch & Black Sage Vineyard,Okanagan Valley,N/A,Canada,Cabernet Franc,nv,N/A,Red,545ba66b31928d0200000073
Blue Mountain Vineyards Sauvignon Blanc,74.6064466,Blue Mountain Vineyards,,Colorado,USA,Sauvignon Blanc,nv,,White,535a5f867dd3dc0200001593
Razz Roze St. Hubertus Frizzante Rose 2017,74.59435392727272,St. Hubertus,Okanagan Valley,,Canada,"Gamay Noir, Pinot Noir",2017,Sparkling,Rose,5e94dedd5fd8fd7ae861d9a7
Meadowlark,74.5939466,Cooper Mountain Vineyards,Willamette Valley,,USA,Pinot Noir,2012,,Red,5685b2df60f6b7030043dec4
Black Dog,74.5939466,Township 7 Vineyards & Winery,Okanagan Valley,British Columbia,Canada,"Merlot, Cabernet Sauvignon, Syrah, Malbec",2010,Blend,Red,54fcfc0e2ffa0a0300000014
Township 7 Vineyards & Winery,74.5939466,Township 7 Vineyards & Winery,Okanagan Valley,British Columbia,Canada,Cabernet Sauvignon,2012,,Red,547d2af5b6dae20200000004
Altipiano Vineyard  Tempranillo,74.5939466,Altipiano Vineyard and Winery,San Diego,California,USA,Tempranillo,nv,,Red,54629f7774ea80020000000f
Santa Barbara County,74.5939466,Consilience,Santa Barbara,California,USA,Grenache,2011,,Red,53c18d9c2e0a2b020000004a
J. Christopher,74.5939466,J Christopher Wines,Willamette Valley,Oregon,USA,Pinot Noir,2010,,Red,53829d8b3aa2c90200000006
Chianti Classico,74.59085954666666,Castello Di Gabbiano,Tuscany,,Italy,Sangiovese,2010,,Red,5500df2ee6c23d0300000006
Phebus,74.58515728,Fabre Montmayou Wines,Mendoza,,Argentina,Torrontes,2013,,White,55ea2b04bbdf28030000002f
Villa Maria,74.58144659999999,Hawkes Bay,Hawkes Bay,,New Zealand,Merlot cabernet sauvignon,2014,,Red,59794e646963e34a03ddfd49
Vina Real Gran Reserva,74.58144659999999,Vina Real,Rioja,,Spain,Tempranillo,2009,,Red,58c307b8a59c9cf538002d64
Chianti DOCG Superiore,74.58144659999999,Santa Cristina,Tuscany,,Italy,"Sangiovese, Merlot",2014,,Red,57fb0882e3b96021304f20bd
Madiran Laplace,74.58144659999999,Laplace,Madiran,,France,"Tannant, Cabernet Sauvignon, Cabernet Franc , Fer Servadou",2013,,Red,56ff0dc6cf565b4a32f5e42f
El Perro Verde,74.58144659999999,Uvas Uvas Felices,Rueda,,Spain,Verdejo,2014,,White,567c4f61f4342f0300a893dc
Merlot,74.58144659999999,Gehringer Brothers Estate Winery,Okanagan Valley,British Columbia,Canada,Merlot,2014,,Red,561c70d796c6d00300000036
The Show Malbec,74.58144659999999,Three Thieves,Mendoza,,Argentina,Malbec,nv,,Red,546e03af4c64580200000004
Camelot Cabernet Sauvignon,74.58144659999999,Camelot,California,,USA,Cabernet Sauvignon,nv,,Red,53d7fbdfc8e0f40200000005
Sextant Wines - SLH,74.58144659999999,Sextant Wines,Paso Robles,California,USA,Chardonnay,2011,Dry,White,53b08b501dbed70200000003
14 Hands Cabernet Sauvignon 2016,74.57935466434783,14 Hands,Washington,,USA,Cabernet Sauvignon,2016,,Red,5e94ded15fd8fd7ae861d86f
Vina Chela Organic,74.57515728000001,Bodegas Escorihuela 1884,,Mendoza,Argentina,Malbec,2012,,Red,530b9a4e57428602000000ac
Stephen Vincent Chardonnay 2016,74.5689466,Stephen Vincent Wines,"Sonoma Coast, California",,USA,Chardonnay,2016,,White,5aac5c1a2f47942640447675
Bergevin Lane Vineyards,74.5689466,Bergevin Lane Vineyards,Columbia Valley,WA,USA,Viognier,2004,,White,5a8f0f57d5f6fbac5f9ac0f0
Meyer Family  Vineyard,74.5689466,Meyer Family  Vineyard,Okanagan Valley,,Canada,Pinot Noir,2012,,Red,58e075e517c5887e68ca5a4f
Hess Select,74.5689466,Hess Collection Winery,California,California,USA,Cabernet Sauvignon,2013,,Red,567ef2e0d854e5030088dc8b
Picton Bay,74.5689466,Marlborough Vineyards,Marlborough,,New Zealand,Sauvignon Blanc,2015,,White,56492ac91ef0dc0300000128
Chateau de Pennautier,74.5689466,Lorgeril,Cabardes,,France,Red Blend,2005,,Red,5521c63f80fecb030000000d
Vinecol,74.5689466,Vinecol,Mendoza,N/A,Argentina,Cabernet Sauvignon,2010,N/A,Red,53829ce43aa2c90200000005
Hess Select,74.56598058181818,Hess Collection Winery,Monterey,California,USA,Chardonnay,2014,,White,587967f674a967f609eb00ab
Bota Box Malbec,74.56572329999999,Delicato Family Vineyards,Mendoza,,Argentina,Malbec,2013,,Red,54fefc7974fa560300000015
Cotes De Bourg,74.56257864,Chateau Belair-Coubet,Bordeaux,,France,Cabernet Sauvignon Merlot,2008,,Red,542d6dea49c9f90200000049
Artist Series #10,74.5564466,Woodward Canyon Winery,Columbia Valley,WA,USA,Cabernet Sauvignon,2001,,Red,5a8f0f57d5f6fbac5f9ac1f7
Reserve,74.5564466,Sterling Vineyards,Napa Valley,CA,USA,Merlot,2001,,Red,5a8f0f57d5f6fbac5f9ac1d4
Sympatico,74.5564466,Caliza Winery,Paso Robles,,USA,"Tempranillo, Grenache",2013,,Red,59c7f6d32a5134dc4ac9a901
Caymus Cabernet Sauvignon,74.5564466,Caymus Vineyards,Napa Valley,,USA,Cabernet Sauvignon,2006,,Red,594563c10f6ea17567a05fc9
Sumac Ridge Estate Winery,74.5564466,Sumac Ridge Estate Winery,Okanagan Valley,British Columbia,Canada,Sauvignon Blanc,2013,,White,55877a2d511a6c0300000020
Meyer,74.55515728,Meyer Family Vineyards,Okanagan Valley,,Canada,Gewurztraminer,2013,,White,5626f828d8ae270300000140
Neprica,74.55515728,Tormaresca,Puglia,,Italy,"Negroamaro, Primitivo, Cabernet Sauvignon",2013,,Red,5552a8065840130300000022
Stoneleigh Vineyards Sauvignon Blanc,74.55515728,Stoneleigh,Marlborough,,New Zealand,Sauvignon Blanc,2013,,White,5361868d3b2b780200000003
Athene,74.54515728,Burrowing Owl Estate Winery,Okanagan Valley,British Columbia,Canada,"Syrah, Cabernet Franc",2011,Blend,Red,52def0202f8d240200000029
Bible Thumper,74.5439466,Blasted Church Vineyards,Okanagan Valley,British Columbia,Canada,"Pinot Gris, Chardonnay",nv,Blend,White,52def0202f8d2402000002d5
Fleur Moelleux,74.53975214117646,Rauzan,Bordeaux,,France,Semillon,2014,Dessert,White,5806c1f1a1050bb5302d3f29
Cedar Creek Estate Grown Pinot Gris 2017,74.53939805714286,Cedar Creek Winery,Okanagan Valley,,Canada,Pinot Gris,2017,,White,5e94dedb5fd8fd7ae861d983
